Student_ID,Year,Attendance_Y1_S1,Attendance_Y1_S2,Maths_Y1_Score,Maths_Y1_Credit,Physics_Y1_Score,Physics_Y1_Credit,Chemistry_Y1_Score,Chemistry_Y1_Credit,English_Y1_Score,English_Y1_Credit,Computer_Y1_Score,Computer_Y1_Credit,Percentage,Avg_Attendance,Result,Risk,Attendance_Y2_S1,Attendance_Y2_S2,Data Structures_Y2_Score,Data Structures_Y2_Credit,Maths_Y2_Score,Maths_Y2_Credit,Python Programming_Y2_Score,Python Programming_Y2_Credit,Operating Systems_Y2_Score,Operating Systems_Y2_Credit,Computer Networks_Y2_Score,Computer Networks_Y2_Credit,Attendance_Y3_S1,Attendance_Y3_S2,Machine Learning_Y3_Score,Machine Learning_Y3_Credit,DBMS_Y3_Score,DBMS_Y3_Credit,Web Technologies_Y3_Score,Web Technologies_Y3_Credit,Probability_Y3_Score,Probability_Y3_Credit,AI Basics_Y3_Score,AI Basics_Y3_Credit,Attendance_Y4_S1,Attendance_Y4_S2,Deep Learning_Y4_Score,Deep Learning_Y4_Credit,AI Ethics_Y4_Score,AI Ethics_Y4_Credit,Cloud Computing_Y4_Score,Cloud Computing_Y4_Credit,NLP_Y4_Score,NLP_Y4_Credit,Capstone Project_Y4_Score,Capstone Project_Y4_Credit
Y2_S045,2,94,92,48,3,98,4,95,3,76,4,97,2,69.5,76.75,Pass,0,57.0,64.0,83.0,4.0,43.0,4.0,48.0,3.0,49.0,2.0,53.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S046,2,54,85,86,3,91,2,46,3,35,3,98,3,64.69,68.25,Pass,0,85.0,49.0,70.0,2.0,78.0,4.0,32.0,3.0,64.0,3.0,53.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S047,2,82,66,55,4,84,4,58,4,49,4,70,3,61.11,75.0,Pass,0,64.0,88.0,48.0,4.0,95.0,3.0,82.0,3.0,51.0,4.0,35.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S048,2,71,54,77,3,88,4,31,2,97,2,55,2,70.32,69.0,Pass,0,54.0,97.0,88.0,3.0,80.0,2.0,51.0,3.0,59.0,2.0,57.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S049,2,93,89,97,4,78,2,65,4,30,3,65,2,66.45,90.25,Pass,0,89.0,90.0,61.0,3.0,77.0,3.0,46.0,3.0,56.0,3.0,79.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S050,2,96,65,54,4,44,2,56,3,48,2,72,2,64.21,83.0,Pass,0,85.0,86.0,79.0,2.0,69.0,4.0,52.0,4.0,81.0,4.0,92.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S051,2,90,49,72,3,69,4,90,3,96,3,87,2,71.66,63.5,Fail,1,55.0,60.0,77.0,4.0,39.0,3.0,67.0,4.0,48.0,4.0,92.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S052,2,90,47,94,4,37,4,35,4,68,2,89,2,65.91,79.0,Pass,0,98.0,81.0,38.0,3.0,85.0,4.0,31.0,2.0,87.0,4.0,89.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S053,2,84,80,66,4,47,3,92,3,40,3,86,2,57.87,69.5,Pass,0,48.0,66.0,36.0,2.0,83.0,4.0,30.0,4.0,32.0,3.0,67.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S054,2,45,82,67,2,58,2,50,3,96,2,76,4,74.58,63.5,Fail,1,79.0,48.0,98.0,2.0,97.0,4.0,85.0,3.0,52.0,2.0,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S055,2,96,68,54,2,84,3,61,4,34,3,78,3,57.33,76.75,Pass,0,83.0,60.0,90.0,2.0,35.0,4.0,64.0,4.0,51.0,2.0,34.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S056,2,67,61,96,3,86,4,58,4,66,4,42,3,62.19,78.75,Pass,0,96.0,91.0,52.0,2.0,46.0,4.0,95.0,2.0,35.0,3.0,51.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S057,2,77,74,61,3,39,4,65,3,57,4,68,4,53.6,85.0,Pass,0,91.0,98.0,48.0,3.0,44.0,3.0,57.0,4.0,38.0,4.0,62.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S058,2,77,63,96,3,69,4,94,2,79,3,42,3,72.59,65.75,Pass,0,45.0,78.0,77.0,4.0,77.0,2.0,93.0,2.0,58.0,4.0,55.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S059,2,51,57,98,3,78,4,36,3,78,4,82,2,63.83,65.5,Pass,0,93.0,61.0,72.0,2.0,32.0,4.0,58.0,2.0,61.0,3.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S060,2,98,72,85,2,70,4,80,3,58,4,48,3,65.97,86.0,Pass,0,85.0,89.0,44.0,4.0,40.0,2.0,75.0,3.0,86.0,3.0,80.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S061,2,76,52,51,3,86,4,86,2,74,3,95,2,76.1,78.75,Pass,0,89.0,98.0,49.0,2.0,96.0,4.0,32.0,3.0,93.0,4.0,84.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S062,2,48,96,59,4,31,3,78,2,60,3,90,4,69.32,76.25,Pass,0,92.0,69.0,65.0,2.0,87.0,2.0,74.0,3.0,68.0,3.0,93.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S063,2,51,72,38,4,35,2,87,2,45,4,32,2,59.55,68.25,Pass,0,70.0,80.0,91.0,3.0,71.0,2.0,42.0,4.0,83.0,4.0,86.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S064,2,46,74,39,4,31,3,41,4,52,3,91,2,60.77,73.25,Pass,0,82.0,91.0,96.0,3.0,96.0,3.0,90.0,2.0,74.0,2.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S065,2,80,51,51,3,82,4,33,4,99,3,62,2,65.35,69.5,Pass,0,81.0,66.0,99.0,2.0,50.0,4.0,34.0,3.0,79.0,3.0,85.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S066,2,84,73,47,3,37,4,83,2,67,4,49,4,60.3,75.75,Pass,0,75.0,71.0,90.0,3.0,96.0,2.0,64.0,4.0,44.0,2.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S067,2,79,96,88,2,83,4,59,4,77,2,64,3,66.53,83.0,Pass,0,82.0,75.0,53.0,3.0,78.0,4.0,87.0,4.0,32.0,2.0,39.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S068,2,69,48,90,2,48,4,95,3,90,4,54,4,65.91,63.0,Fail,1,67.0,68.0,40.0,3.0,84.0,2.0,92.0,4.0,34.0,4.0,50.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S069,2,48,98,71,3,54,3,61,4,90,3,56,4,68.29,76.5,Pass,0,98.0,62.0,50.0,2.0,70.0,4.0,83.0,3.0,51.0,4.0,94.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S070,2,48,45,44,3,76,2,75,3,79,3,62,4,59.57,59.75,Fail,1,87.0,59.0,41.0,3.0,49.0,3.0,67.0,4.0,57.0,3.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S071,2,46,81,78,3,95,3,55,4,69,4,51,2,73.39,70.25,Pass,0,84.0,70.0,59.0,2.0,84.0,3.0,91.0,4.0,36.0,2.0,88.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S072,2,92,71,82,4,64,4,66,3,86,4,49,4,63.14,89.75,Pass,0,97.0,99.0,41.0,2.0,46.0,3.0,58.0,4.0,40.0,3.0,79.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S073,2,88,78,49,3,39,4,32,2,69,4,40,3,54.75,72.75,Pass,0,52.0,73.0,85.0,3.0,68.0,2.0,65.0,2.0,42.0,2.0,55.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S074,2,48,75,93,3,51,3,60,4,40,3,91,2,66.06,64.75,Fail,1,82.0,54.0,69.0,3.0,53.0,4.0,73.0,3.0,46.0,2.0,86.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S075,2,86,97,85,3,38,3,42,2,77,3,69,2,65.39,82.0,Pass,0,59.0,86.0,44.0,4.0,92.0,4.0,68.0,2.0,61.0,2.0,69.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S076,2,71,65,92,3,89,4,77,3,45,4,68,4,68.8,70.25,Pass,0,69.0,76.0,91.0,2.0,35.0,4.0,89.0,3.0,43.0,4.0,83.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S077,2,52,69,61,4,92,3,82,3,96,4,51,2,68.23,63.75,Fail,1,82.0,52.0,91.0,2.0,35.0,3.0,61.0,4.0,39.0,4.0,88.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S078,2,75,73,98,3,81,2,70,4,51,2,74,4,64.48,82.0,Pass,0,86.0,94.0,78.0,2.0,83.0,2.0,30.0,4.0,46.0,3.0,52.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S079,2,52,52,88,3,88,2,68,2,57,2,90,4,63.16,62.0,Fail,1,46.0,98.0,46.0,3.0,42.0,3.0,42.0,4.0,50.0,4.0,69.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S080,2,96,59,81,3,82,4,81,3,62,2,81,2,66.0,86.0,Pass,0,98.0,91.0,30.0,4.0,38.0,4.0,41.0,2.0,86.0,4.0,91.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S081,2,87,84,71,3,40,4,72,4,46,2,61,3,69.0,77.25,Pass,0,73.0,65.0,69.0,4.0,85.0,3.0,79.0,3.0,66.0,2.0,93.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S082,2,98,52,78,4,40,2,50,4,95,4,57,4,66.8,65.25,Pass,0,61.0,50.0,48.0,3.0,57.0,3.0,67.0,4.0,66.0,4.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S083,2,70,93,72,3,42,3,61,2,89,3,87,4,75.03,84.25,Pass,0,90.0,84.0,85.0,4.0,57.0,2.0,71.0,3.0,77.0,2.0,92.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S084,2,48,82,56,2,45,4,43,2,54,4,63,4,59.3,74.0,Pass,0,68.0,98.0,55.0,3.0,96.0,2.0,96.0,3.0,56.0,2.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S085,2,56,85,82,3,76,3,79,4,33,4,77,4,68.61,69.5,Pass,0,92.0,45.0,95.0,3.0,32.0,3.0,50.0,2.0,78.0,3.0,91.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S086,2,77,96,67,2,44,3,81,4,75,2,50,2,68.03,68.0,Pass,0,49.0,50.0,76.0,4.0,97.0,4.0,47.0,2.0,52.0,4.0,69.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S087,2,54,69,81,2,90,2,82,4,66,4,98,2,79.3,65.25,Pass,0,92.0,46.0,94.0,4.0,59.0,4.0,68.0,3.0,92.0,2.0,83.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S088,2,74,53,87,2,85,4,63,4,60,2,30,4,62.71,69.25,Pass,0,66.0,84.0,30.0,2.0,92.0,3.0,83.0,3.0,50.0,4.0,51.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S089,2,79,89,37,3,76,2,46,3,42,2,67,2,61.82,79.5,Pass,0,92.0,58.0,74.0,3.0,64.0,3.0,43.0,4.0,90.0,4.0,83.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S090,2,71,57,60,2,64,3,98,3,87,2,52,2,75.08,69.0,Pass,0,78.0,70.0,76.0,2.0,49.0,3.0,99.0,4.0,93.0,3.0,47.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S091,2,58,58,42,4,73,4,44,4,92,4,64,2,60.82,64.5,Fail,1,79.0,63.0,49.0,4.0,61.0,3.0,77.0,2.0,46.0,4.0,79.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S092,2,79,76,65,2,99,3,43,2,97,4,45,3,66.52,73.0,Pass,0,48.0,89.0,57.0,2.0,95.0,4.0,32.0,3.0,37.0,4.0,72.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S093,2,53,83,74,3,37,4,86,4,59,3,47,3,65.06,70.5,Pass,0,49.0,97.0,68.0,3.0,72.0,3.0,74.0,4.0,98.0,3.0,35.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S094,2,90,88,33,2,52,3,61,3,47,4,69,3,55.94,76.75,Pass,0,76.0,53.0,35.0,4.0,92.0,4.0,40.0,4.0,46.0,4.0,97.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S095,2,85,63,34,3,99,4,51,2,51,4,40,2,54.43,70.25,Pass,0,86.0,47.0,38.0,4.0,43.0,2.0,47.0,2.0,52.0,3.0,76.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S096,2,91,96,59,2,57,3,54,3,87,3,70,2,60.86,81.0,Pass,0,58.0,79.0,77.0,3.0,39.0,4.0,40.0,2.0,50.0,3.0,74.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S097,2,99,61,93,3,93,3,71,3,83,4,45,2,77.22,79.25,Pass,0,95.0,62.0,88.0,3.0,45.0,3.0,86.0,4.0,76.0,4.0,77.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S098,2,56,57,33,4,31,3,88,4,56,4,36,4,57.58,75.75,Pass,0,91.0,99.0,75.0,4.0,41.0,2.0,72.0,2.0,92.0,2.0,65.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S099,2,52,49,65,3,76,2,59,4,45,3,81,2,69.03,63.75,Fail,1,81.0,73.0,96.0,4.0,76.0,3.0,81.0,4.0,50.0,2.0,56.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S100,2,96,73,49,2,99,4,65,3,51,3,98,3,70.27,80.75,Pass,0,80.0,74.0,74.0,4.0,63.0,2.0,72.0,3.0,51.0,4.0,65.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S101,2,83,95,48,3,99,4,86,2,61,3,34,4,62.77,78.5,Pass,0,55.0,81.0,51.0,3.0,97.0,2.0,73.0,3.0,71.0,2.0,36.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S102,2,86,74,60,4,86,2,90,4,82,3,88,3,67.45,63.0,Fail,1,46.0,46.0,89.0,2.0,45.0,3.0,68.0,2.0,60.0,4.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S103,2,99,65,33,4,55,4,79,4,94,4,82,3,68.45,65.25,Pass,0,51.0,46.0,53.0,4.0,55.0,4.0,69.0,3.0,72.0,4.0,96.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S104,2,86,71,83,3,78,3,89,3,59,3,57,2,72.5,71.75,Pass,0,76.0,54.0,89.0,3.0,69.0,2.0,71.0,4.0,66.0,3.0,51.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S105,2,64,94,56,2,63,3,95,2,39,2,77,4,67.32,62.25,Fail,1,46.0,45.0,80.0,3.0,56.0,3.0,60.0,2.0,95.0,2.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S106,2,72,64,53,2,39,3,47,3,63,3,51,3,59.57,76.25,Pass,0,80.0,89.0,65.0,3.0,90.0,2.0,62.0,2.0,65.0,3.0,67.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S107,2,67,76,45,4,98,2,99,2,43,2,75,4,65.18,73.0,Pass,0,88.0,61.0,70.0,3.0,73.0,3.0,34.0,2.0,56.0,4.0,72.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S108,2,97,75,46,4,83,3,61,2,64,2,58,3,60.71,79.0,Pass,0,69.0,75.0,51.0,3.0,74.0,2.0,30.0,4.0,68.0,4.0,83.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S109,2,73,98,45,4,49,3,96,2,87,2,30,2,64.04,72.5,Pass,0,46.0,73.0,99.0,2.0,80.0,2.0,32.0,4.0,98.0,4.0,49.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S110,2,83,48,48,3,74,4,42,2,89,2,81,4,66.83,79.25,Pass,0,97.0,89.0,72.0,4.0,71.0,3.0,55.0,4.0,72.0,2.0,57.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S111,2,64,63,68,4,41,4,84,3,40,3,71,4,69.39,66.0,Pass,0,55.0,82.0,72.0,4.0,93.0,3.0,75.0,3.0,71.0,2.0,88.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S112,2,91,51,40,4,90,2,41,3,41,4,80,2,56.72,78.25,Pass,0,81.0,90.0,82.0,2.0,42.0,2.0,83.0,2.0,33.0,4.0,78.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S113,2,90,55,83,2,74,4,57,4,86,3,54,3,65.47,70.25,Pass,0,73.0,63.0,65.0,3.0,64.0,3.0,46.0,4.0,59.0,2.0,74.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S114,2,90,69,80,3,76,2,93,3,67,4,36,3,66.89,70.5,Pass,0,61.0,62.0,70.0,3.0,39.0,2.0,36.0,2.0,79.0,3.0,81.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S115,2,45,88,82,3,33,2,33,4,33,2,79,2,56.55,66.0,Pass,0,79.0,52.0,53.0,4.0,65.0,3.0,72.0,4.0,61.0,3.0,47.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S116,2,60,79,76,4,88,4,33,2,46,4,77,3,65.45,75.25,Pass,0,70.0,92.0,68.0,2.0,33.0,3.0,59.0,3.0,95.0,3.0,65.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S117,2,70,97,30,4,87,3,35,3,73,3,48,2,52.48,76.0,Pass,0,62.0,75.0,59.0,2.0,71.0,2.0,41.0,3.0,56.0,4.0,38.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S118,2,65,56,58,2,91,2,44,3,81,4,73,3,64.57,57.5,Fail,1,62.0,47.0,36.0,4.0,67.0,2.0,87.0,2.0,88.0,4.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S119,2,62,48,51,3,73,4,35,3,54,4,86,2,59.0,67.25,Pass,0,99.0,60.0,43.0,4.0,57.0,4.0,78.0,2.0,87.0,2.0,51.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S120,2,67,49,71,2,88,3,68,3,44,4,58,4,57.35,63.5,Fail,1,91.0,47.0,39.0,2.0,64.0,3.0,41.0,4.0,67.0,2.0,48.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S121,2,52,52,76,4,96,2,37,4,45,2,96,2,59.31,54.75,Fail,1,58.0,57.0,44.0,4.0,70.0,3.0,53.0,2.0,73.0,2.0,39.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S122,2,60,90,85,2,79,2,89,3,70,2,52,4,73.79,72.75,Pass,0,50.0,91.0,98.0,4.0,54.0,3.0,91.0,2.0,72.0,3.0,57.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S123,2,72,95,85,4,61,4,38,2,97,3,96,3,74.23,67.25,Pass,0,52.0,50.0,53.0,4.0,74.0,2.0,98.0,2.0,49.0,3.0,95.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S124,2,99,89,76,4,84,4,48,4,82,3,43,3,69.64,91.25,Pass,0,89.0,88.0,94.0,4.0,72.0,4.0,52.0,3.0,48.0,3.0,84.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S125,2,77,63,57,4,81,2,78,2,55,4,69,3,66.33,66.0,Pass,0,57.0,67.0,83.0,3.0,45.0,4.0,89.0,2.0,75.0,4.0,55.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S126,2,69,85,94,3,52,4,93,4,72,4,52,3,66.51,74.5,Pass,0,57.0,87.0,47.0,4.0,50.0,2.0,52.0,4.0,74.0,3.0,76.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S127,2,86,51,79,4,35,4,38,2,86,4,50,3,64.34,78.25,Pass,0,84.0,92.0,74.0,2.0,78.0,4.0,49.0,2.0,46.0,2.0,95.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S128,2,94,85,35,4,67,3,74,4,43,3,69,4,56.39,93.75,Pass,0,99.0,97.0,53.0,4.0,47.0,2.0,64.0,3.0,30.0,2.0,74.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S129,2,87,78,45,3,48,4,54,3,30,3,48,2,57.96,75.75,Pass,0,78.0,60.0,84.0,3.0,63.0,2.0,74.0,3.0,50.0,3.0,99.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S130,2,92,87,68,4,39,3,47,2,44,4,69,2,50.74,80.25,Pass,0,89.0,53.0,55.0,2.0,45.0,4.0,81.0,2.0,34.0,4.0,47.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S131,2,46,73,42,3,90,4,37,4,92,3,38,3,59.83,67.75,Pass,0,97.0,55.0,71.0,2.0,65.0,2.0,41.0,2.0,81.0,4.0,31.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S132,2,67,83,69,4,52,2,80,2,60,3,49,4,67.8,75.0,Pass,0,61.0,89.0,31.0,2.0,42.0,3.0,99.0,4.0,87.0,4.0,93.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S133,2,63,66,88,4,91,2,97,4,84,4,84,3,75.35,71.25,Pass,0,93.0,63.0,36.0,3.0,78.0,2.0,45.0,4.0,80.0,3.0,71.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S134,2,89,57,36,4,39,3,65,2,35,3,35,2,54.45,78.5,Pass,0,69.0,99.0,75.0,4.0,55.0,4.0,57.0,4.0,67.0,2.0,80.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S135,2,92,65,83,4,88,4,49,3,88,4,38,2,65.23,68.75,Pass,0,45.0,73.0,92.0,3.0,97.0,4.0,32.0,3.0,36.0,4.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S136,2,60,82,73,4,70,4,71,2,62,3,92,2,72.06,72.0,Pass,0,85.0,61.0,77.0,2.0,77.0,4.0,76.0,3.0,43.0,4.0,90.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S137,2,75,61,53,4,79,3,99,4,44,3,65,4,65.42,61.75,Fail,1,52.0,59.0,32.0,3.0,76.0,2.0,90.0,3.0,42.0,2.0,63.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S138,2,59,88,60,2,54,3,43,4,83,3,85,3,65.63,71.0,Pass,0,73.0,64.0,90.0,2.0,51.0,4.0,45.0,3.0,72.0,2.0,87.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S139,2,46,48,68,3,35,2,98,2,49,4,66,2,64.57,57.25,Fail,1,49.0,86.0,86.0,3.0,38.0,4.0,93.0,3.0,51.0,3.0,84.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S140,2,82,90,47,4,94,4,30,2,56,4,88,2,69.34,82.5,Pass,0,72.0,86.0,84.0,3.0,91.0,3.0,85.0,2.0,42.0,3.0,83.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S141,2,93,81,72,4,90,3,47,4,83,4,59,3,70.71,75.0,Pass,0,78.0,48.0,96.0,4.0,47.0,3.0,36.0,3.0,94.0,3.0,78.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S142,2,87,73,50,3,38,4,76,3,80,4,99,4,74.5,73.5,Pass,0,82.0,52.0,94.0,3.0,53.0,4.0,92.0,2.0,84.0,4.0,91.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S143,2,73,66,58,4,70,3,94,4,59,3,46,3,71.22,66.0,Pass,0,58.0,67.0,85.0,3.0,96.0,4.0,48.0,2.0,73.0,3.0,64.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S144,2,45,96,99,2,94,4,30,4,50,2,45,4,65.73,80.75,Pass,0,98.0,84.0,55.0,2.0,93.0,4.0,46.0,2.0,88.0,4.0,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S145,2,51,88,63,3,97,3,45,4,48,3,39,3,54.6,70.25,Pass,0,61.0,81.0,41.0,3.0,51.0,2.0,30.0,3.0,87.0,3.0,47.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S146,2,89,77,52,4,55,2,36,4,73,4,55,2,67.56,76.25,Pass,0,59.0,80.0,84.0,4.0,86.0,2.0,90.0,3.0,84.0,3.0,67.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S147,2,60,58,58,3,64,4,96,4,58,3,70,2,60.78,59.0,Fail,1,67.0,51.0,32.0,3.0,61.0,4.0,72.0,4.0,30.0,2.0,43.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S148,2,83,54,59,2,89,2,92,4,71,4,93,2,83.31,68.0,Pass,0,76.0,59.0,91.0,4.0,57.0,2.0,93.0,3.0,88.0,3.0,87.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S149,2,80,94,42,4,89,3,92,3,54,2,77,4,71.64,88.25,Pass,0,97.0,82.0,70.0,2.0,69.0,3.0,46.0,2.0,86.0,3.0,91.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S150,2,48,61,46,2,79,3,69,3,50,3,84,2,61.36,57.75,Fail,1,68.0,54.0,46.0,3.0,71.0,2.0,74.0,3.0,46.0,2.0,43.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S151,2,73,75,33,3,49,4,38,2,56,4,48,3,59.87,78.5,Pass,0,96.0,70.0,55.0,3.0,75.0,2.0,82.0,4.0,95.0,2.0,71.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S152,2,61,88,62,2,85,4,32,4,78,4,55,4,59.77,74.25,Pass,0,52.0,96.0,36.0,3.0,75.0,2.0,83.0,3.0,30.0,2.0,54.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S153,2,98,60,45,3,58,4,35,4,72,3,62,3,58.44,77.75,Pass,0,89.0,64.0,92.0,4.0,81.0,2.0,55.0,4.0,31.0,3.0,59.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S154,2,56,70,73,2,42,3,55,2,57,3,52,2,59.0,66.0,Pass,0,92.0,46.0,49.0,4.0,75.0,4.0,84.0,3.0,45.0,4.0,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S155,2,90,50,93,3,47,4,80,4,77,4,35,4,71.43,81.0,Pass,0,97.0,87.0,77.0,4.0,88.0,2.0,40.0,4.0,93.0,4.0,98.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S156,2,97,81,38,4,32,2,99,2,55,2,50,2,51.07,78.75,Pass,0,55.0,82.0,64.0,4.0,43.0,4.0,43.0,3.0,41.0,3.0,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
